,doi,bioActivity,collectionSpecie,collectionSite,collectionType,molType,molecularMass,monoisotropicMass,cLogP,tpsa,numberOfLipinskiViolations,numberOfH_bondAcceptors,numberOfH_bondDonors,numberOfRotableBonds,molecularVolume,smile
1081,10.5935/0103-5053.19960024,Antifungal,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Terpene,"346,3743896","346,1416321","2,75","96,22299957",0,6,3,5,"312,4769897",O[C@H]2[C@]1([H])[C@@H](C)CC[C@@]([H])1C(COC(/C=C/C3=CC=C(O)C(O)=C3)=O)=CO2
1082,10.5935/0103-5053.19960024,Antifungal,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Iridoid,"268,305603","268,131073","2,280999899","61,84400177",0,5,0,5,"250,6880035",[H][C@@]12[C@@H](C)CC[C@@]([H])1C(COC(C)=O)=CO[C@H]2OC(C)=O
1083,10.5935/0103-5053.19960024,Antifungal,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"268,305603","268,131073","2,280999899","61,84400177",0,5,0,5,"250,6880035",[H][C@@]12[C@@H](C)CC[C@@]([H])1C(COC(C)=O)=CO[C@H]2OC(C)=O
1084,10.5935/0103-5053.19960024,Antifungal,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Terpene,"268,305603","268,131073","2,280999899","61,84400177",0,5,0,5,"250,6880035",[H][C@@]12[C@@H](C)CC[C@@]([H])1C(COC(C)=O)=CO[C@H]2OC(C)=O
1085,10.5935/0103-5053.19960024,Antifungal,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"268,305603","268,131073","2,280999899","61,84400177",0,5,0,5,"250,6880035",[H][C@@]12[C@@H](C)CC[C@@]([H])1C(COC(C)=O)=CO[C@H]2OC(C)=O
1086,10.1007/s00253-007-1171-x,,,,,,,,,,,,,,,
1087,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticAcid,"288,3382874","288,1361694","4,809000015","74,59799957",0,4,2,6,"276,1659851",OC1=C(C(/C=C(C)\CC/C=C(C)/C)=O)C=C(C(O)=O)C=C1
1088,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"288,3382874","288,1361694","4,809000015","74,59799957",0,4,2,6,"276,1659851",OC1=C(C(/C=C(C)\CC/C=C(C)/C)=O)C=C(C(O)=O)C=C1
1089,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"288,3382874","288,1361694","4,809000015","74,59799957",0,4,2,6,"276,1659851",OC1=C(C(/C=C(C)\CC/C=C(C)/C)=O)C=C(C(O)=O)C=C1
1090,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"288,3382874","288,1361694","4,809000015","74,59799957",0,4,2,6,"276,1659851",OC1=C(C(/C=C(C)\CC/C=C(C)/C)=O)C=C(C(O)=O)C=C1
1091,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Phenylpropanoid,"240,2523956","240,0997772","1,511999965","65,00099945",0,5,1,6,"221,2859955",O=C(O)CCC1=CC(OC)=C(OC)C(OC)=C1
1092,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"240,2523956","240,0997772","1,511999965","65,00099945",0,5,1,6,"221,2859955",O=C(O)CCC1=CC(OC)=C(OC)C(OC)=C1
1093,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"240,2523956","240,0997772","1,511999965","65,00099945",0,5,1,6,"221,2859955",O=C(O)CCC1=CC(OC)=C(OC)C(OC)=C1
1094,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"248,2743988","248,1048584","3,372999907","52,61000061",0,4,0,5,"233,6410065",O=C(OC)C1=CC(C(/C=C(C)/C)=O)=CC=C1OC
1095,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"248,2743988","248,1048584","3,372999907","52,61000061",0,4,0,5,"233,6410065",O=C(OC)C1=CC(C(/C=C(C)/C)=O)=CC=C1OC
1096,10.1021/np030530j,Antifungal,Piper crassinervium (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"248,2743988","248,1048584","3,372999907","52,61000061",0,4,0,5,"233,6410065",O=C(OC)C1=CC(C(/C=C(C)/C)=O)=CC=C1OC
1097,10.1021/np030530j,Antifungal,Piper aduncum (Piperaceae),Ibate/SP,Plant Isolated,http://nubbe.db/Chalcone,"272,2958069","272,1048584","1,121000051","66,76100159",0,4,2,4,"249,6719971",O=C(C2C(O)C=C(OC)C=C2O)/C=C/C1=CC=CC=C1
1098,10.1021/np030530j,Antifungal,Piper aduncum (Piperaceae),Ibate/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"272,2958069","272,1048584","1,121000051","66,76100159",0,4,2,4,"249,6719971",O=C(C2C(O)C=C(OC)C=C2O)/C=C/C1=CC=CC=C1
1099,10.1021/np030530j,Antifungal,Piper aduncum (Piperaceae),Ibate/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"272,2958069","272,1048584","1,121000051","66,76100159",0,4,2,4,"249,6719971",O=C(C2C(O)C=C(OC)C=C2O)/C=C/C1=CC=CC=C1
1100,10.1021/np030530j,Antifungal,Piper aduncum (Piperaceae),Ibate/SP,Plant Isolated,http://nubbe.db/Chalcone,"508,5596008","508,2097168","3,354000092","122,5279999",1,8,3,9,"461,2390137",O=C(CCC4=CC=CC=C4)C1C(C=C(C2=C1O[C@H]([C@@H]2[C@@]3=CC(C(OC)=O)=CC=C3O)[C@](O)(C)C)OC)O
1101,10.1021/np030530j,Antifungal,Piper aduncum (Piperaceae),Ibate/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"508,5596008","508,2097168","3,354000092","122,5279999",1,8,3,9,"461,2390137",O=C(CCC4=CC=CC=C4)C1C(C=C(C2=C1O[C@H]([C@@H]2[C@@]3=CC(C(OC)=O)=CC=C3O)[C@](O)(C)C)OC)O
1102,10.1021/np030530j,Antifungal,Piper aduncum (Piperaceae),Ibate/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"508,5596008","508,2097168","3,354000092","122,5279999",1,8,3,9,"461,2390137",O=C(CCC4=CC=CC=C4)C1C(C=C(C2=C1O[C@H]([C@@H]2[C@@]3=CC(C(OC)=O)=CC=C3O)[C@](O)(C)C)OC)O
1103,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/AromaticDerivative,"220,2642975","220,1099396","3,880000114","46,53300095",0,3,1,4,"213,9309998",O=C(OC)C1=CC=C(O)C(C/C=C(C)/C)=C1
1104,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"220,2642975","220,1099396","3,880000114","46,53300095",0,3,1,4,"213,9309998",O=C(OC)C1=CC=C(O)C(C/C=C(C)/C)=C1
1105,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"220,2642975","220,1099396","3,880000114","46,53300095",0,3,1,4,"213,9309998",O=C(OC)C1=CC=C(O)C(C/C=C(C)/C)=C1
1106,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/AromaticDerivative,"236,2637024","236,1048584","2,750999928","66,76100159",0,4,2,5,"222,5299988",O=C(OC)C1=CC=C(O)C(CC(O)C(C)=C)=C1
1107,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"236,2637024","236,1048584","2,750999928","66,76100159",0,4,2,5,"222,5299988",O=C(OC)C1=CC=C(O)C(CC(O)C(C)=C)=C1
1108,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"236,2637024","236,1048584","2,750999928","66,76100159",0,4,2,5,"222,5299988",O=C(OC)C1=CC=C(O)C(CC(O)C(C)=C)=C1
1109,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/AromaticDerivative,"254,279007","254,1154175","1,735999942","86,98899841",0,5,3,5,"235,8809967",O=C(OC)C1=CC(CC(O)C(C)(O)C)=C(O)C=C1
1110,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"254,279007","254,1154175","1,735999942","86,98899841",0,5,3,5,"235,8809967",O=C(OC)C1=CC(CC(O)C(C)(O)C)=C(O)C=C1
1111,10.1021/np030530j,Antifungal,Piper hostmannianum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"254,279007","254,1154175","1,735999942","86,98899841",0,5,3,5,"235,8809967",O=C(OC)C1=CC(CC(O)C(C)(O)C)=C(O)C=C1
1112,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Chromanone,"234,2478943","234,0892029","2,556999922","52,61000061",0,4,0,2,"212,1269989",O=C(C1=CC=C2C(C(CC(C)(C)O2)=O)=C1)OC
1113,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"234,2478943","234,0892029","2,556999922","52,61000061",0,4,0,2,"212,1269989",O=C(C1=CC=C2C(C(CC(C)(C)O2)=O)=C1)OC
1114,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"234,2478943","234,0892029","2,556999922","52,61000061",0,4,0,2,"212,1269989",O=C(C1=CC=C2C(C(CC(C)(C)O2)=O)=C1)OC
1115,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"234,2478943","234,0892029","2,556999922","52,61000061",0,4,0,2,"212,1269989",O=C(C1=CC=C2C(C(CC(C)(C)O2)=O)=C1)OC
1116,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticAcid,"274,3547974","274,1568909","5,465000153","57,52700043",1,3,2,6,"273,9849854",OC1=C(C/C=C(C)/CC/C=C(C)/C)C=C(C(O)=O)C=C1
1117,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"274,3547974","274,1568909","5,465000153","57,52700043",1,3,2,6,"273,9849854",OC1=C(C/C=C(C)/CC/C=C(C)/C)C=C(C(O)=O)C=C1
1118,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"274,3547974","274,1568909","5,465000153","57,52700043",1,3,2,6,"273,9849854",OC1=C(C/C=C(C)/CC/C=C(C)/C)C=C(C(O)=O)C=C1
1119,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"274,3547974","274,1568909","5,465000153","57,52700043",1,3,2,6,"273,9849854",OC1=C(C/C=C(C)/CC/C=C(C)/C)C=C(C(O)=O)C=C1
1120,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"234,2478943","234,0892029","3,22300005","63,60400009",0,4,1,4,"216,1130066",OC1=C(C(/C=C(C)/C)=O)C=C(C(OC)=O)C=C1
1121,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"234,2478943","234,0892029","3,22300005","63,60400009",0,4,1,4,"216,1130066",OC1=C(C(/C=C(C)/C)=O)C=C(C(OC)=O)C=C1
1122,10.1021/np030530j,Antifungal,Piper gaudichaudianum (Piperaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"234,2478943","234,0892029","3,22300005","63,60400009",0,4,1,4,"216,1130066",OC1=C(C(/C=C(C)/C)=O)C=C(C(OC)=O)C=C1
1123,10.1590/S0103-50532003000500012,Antioxidant,Chimarrhis turbinata (Rubiaceae),Belem/PA,Plant Isolated,http://nubbe.db/Phenylpropanoid,"368,3352966","368,1107178","0,1630000025","153,75",0,9,5,6,"313,7950134",OC2=CC=C(C=C2O)/C=C/C(O[C@H]1[C@@H]([C@@H](C[C@](O)(C1)[C@@](OC)=O)O)O)=O
1124,10.1590/S0103-50532003000500012,Antioxidant,Chimarrhis turbinata (Rubiaceae),Belem/PA,Plant Isolated,http://nubbe.db/ChemicalCompound,"368,3352966","368,1107178","0,1630000025","153,75",0,9,5,6,"313,7950134",OC2=CC=C(C=C2O)/C=C/C(O[C@H]1[C@@H]([C@@H](C[C@](O)(C1)[C@@](OC)=O)O)O)=O
1125,10.1590/S0103-50532003000500012,Antioxidant,Chimarrhis turbinata (Rubiaceae),Belem/PA,Plant Isolated,http://nubbe.db/ChemicalSubstance,"368,3352966","368,1107178","0,1630000025","153,75",0,9,5,6,"313,7950134",OC2=CC=C(C=C2O)/C=C/C(O[C@H]1[C@@H]([C@@H](C[C@](O)(C1)[C@@](OC)=O)O)O)=O
1126,10.1590/S0100-40422003000500003,,,,,,,,,,,,,,,
1127,10.1016/S0031-9422(00)89654-5,,,,,,,,,,,,,,,
1128,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Xanthone,"584,4818115","584,1165771","1,715000033","247,802002",3,14,9,6,"470,6149902",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC(O)=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1129,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"584,4818115","584,1165771","1,715000033","247,802002",3,14,9,6,"470,6149902",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC(O)=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1130,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"584,4818115","584,1165771","1,715000033","247,802002",3,14,9,6,"470,6149902",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC(O)=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1131,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"584,4818115","584,1165771","1,715000033","247,802002",3,14,9,6,"470,6149902",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC(O)=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1132,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Xanthone,"552,4829712","552,12677","2,684000015","207,345993",3,12,7,6,"454,5799866",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1133,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"552,4829712","552,12677","2,684000015","207,345993",3,12,7,6,"454,5799866",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1134,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"552,4829712","552,12677","2,684000015","207,345993",3,12,7,6,"454,5799866",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1135,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"552,4829712","552,12677","2,684000015","207,345993",3,12,7,6,"454,5799866",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1136,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Xanthone,"568,4824219","568,1217041","2,204999924","227,5740051",3,13,8,6,"462,5979919",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1137,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"568,4824219","568,1217041","2,204999924","227,5740051",3,13,8,6,"462,5979919",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1138,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"568,4824219","568,1217041","2,204999924","227,5740051",3,13,8,6,"462,5979919",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1139,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"568,4824219","568,1217041","2,204999924","227,5740051",3,13,8,6,"462,5979919",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1140,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Xanthone,"422,3395996","422,0848999","-0,1620000005","201,2689972",2,11,8,2,"335,8039856",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1141,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"422,3395996","422,0848999","-0,1620000005","201,2689972",2,11,8,2,"335,8039856",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1142,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"422,3395996","422,0848999","-0,1620000005","201,2689972",2,11,8,2,"335,8039856",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1143,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"422,3395996","422,0848999","-0,1620000005","201,2689972",2,11,8,2,"335,8039856",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1144,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Xanthone,"526,4456787","526,111145","2,266000032","207,345993",3,12,7,5,"427,1629944",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1145,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"526,4456787","526,111145","2,266000032","207,345993",3,12,7,5,"427,1629944",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1146,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"526,4456787","526,111145","2,266000032","207,345993",3,12,7,5,"427,1629944",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1147,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"526,4456787","526,111145","2,266000032","207,345993",3,12,7,5,"427,1629944",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1148,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Xanthone,"542,4451294","542,1060181","1,786999941","227,5740051",3,13,8,5,"435,1809998",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1149,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"542,4451294","542,1060181","1,786999941","227,5740051",3,13,8,5,"435,1809998",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1150,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/AromaticDerivative,"542,4451294","542,1060181","1,786999941","227,5740051",3,13,8,5,"435,1809998",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1151,10.1021/np030100t,Antioxidant,Arrabidaea samydoides (Bignoniaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"542,4451294","542,1060181","1,786999941","227,5740051",3,13,8,5,"435,1809998",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O
1152,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/Triterpenoid,"494,6622009","494,3032227","5,204999924","83,83200073",1,5,2,2,"480,2290039",O=C2C(O)=C(C)C1=CC=C([C@](CC[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)C[C@@](O)5C)(C)[C@@]4(C)CC3)[C@]3(C)C1=C2
1153,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/ChemicalCompound,"494,6622009","494,3032227","5,204999924","83,83200073",1,5,2,2,"480,2290039",O=C2C(O)=C(C)C1=CC=C([C@](CC[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)C[C@@](O)5C)(C)[C@@]4(C)CC3)[C@]3(C)C1=C2
1154,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/ChemicalSubstance,"494,6622009","494,3032227","5,204999924","83,83200073",1,5,2,2,"480,2290039",O=C2C(O)=C(C)C1=CC=C([C@](CC[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)C[C@@](O)5C)(C)[C@@]4(C)CC3)[C@]3(C)C1=C2
1155,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/Terpene,"494,6622009","494,3032227","5,204999924","83,83200073",1,5,2,2,"480,2290039",O=C2C(O)=C(C)C1=CC=C([C@](CC[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)C[C@@](O)5C)(C)[C@@]4(C)CC3)[C@]3(C)C1=C2
1156,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/Triterpenoid,"522,6292114","522,2617798","4,486999989","110,137001",1,7,2,3,"485,8299866",OC1=CC2=C(C(C=C3[C@](C)2CC[C@]4(C)C3=C(C)C[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)[C@@H](O)C5=O)=O)C(C)=C1OC
1157,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/ChemicalCompound,"522,6292114","522,2617798","4,486999989","110,137001",1,7,2,3,"485,8299866",OC1=CC2=C(C(C=C3[C@](C)2CC[C@]4(C)C3=C(C)C[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)[C@@H](O)C5=O)=O)C(C)=C1OC
1158,10.1016/j.phytochem.2004.03.039,Antioxidant,Cheiloclinium cognatum (Hippocrateaceae),Goiania/GO,Plant Isolated,http://nubbe.db/Terpene,"522,6292114","522,2617798","4,486999989","110,137001",1,7,2,3,"485,8299866",OC1=CC2=C(C(C=C3[C@](C)2CC[C@]4(C)C3=C(C)C[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)[C@@H](O)C5=O)=O)C(C)=C1OC
